word,level,meaning,field,example_index,situation,ko,current_tl,reason
입원,4,入院、入院,examples.tl,5,病棟の割り当て,병원 사정에 따라 1인실 대신 다인실에 입원하게 될 수 있다.,병원 사정에 따라 1인실 대신 다인실에 입원하게 될 수 있다.,same_as_korean
입원,4,入院、入院,examples.tl,6,面会ルール,입원 환자를 면회할 때는 병원 규정을 반드시 지켜야 한다.,입원 환자를 면회할 때는 병원 규정을 반드시 지켜야 한다.,same_as_korean
입원,4,入院、入院,examples.tl,7,入院準備,갑작스러운 입원에 대비해 입원 가방을 미리 준비하는 것이 좋다.,갑작스러운 입원에 대비해 입원 가방을 미리 준비하는 것이 좋다.,same_as_korean
입원,4,入院、入院,examples.tl,8,仕事上の連絡先,입원으로 인해 당분간 출근이 어렵다고 회사에 알렸다.,입원으로 인해 당분간 출근이 어렵다고 회사에 알렸다.,same_as_korean
입원,4,入院、入院,examples.tl,9,食事制限,입원 기간에는 병원에서 제공하는 식사만 먹어야 했다.,입원 기간에는 병원에서 제공하는 식사만 먹어야 했다.,same_as_korean
자본,4,資本金,example_tl,,経営学講座,사업을 시작하려면 충분한 자본이 필요하다.,사업을 시작하려면 충분한 자본이 필요하다.,same_as_korean
자본,4,資本金,examples.tl,1,経営学講座,사업을 시작하려면 충분한 자본이 필요하다.,사업을 시작하려면 충분한 자본이 필요하다.,same_as_korean
자본,4,資本金,examples.tl,10,会計クラス,"자본은 총 자산에서 총 부채를 뺀 값으로, 순자산이라고도 한다.","자본은 총 자산에서 총 부채를 뺀 값으로, 순자산이라고도 한다.",same_as_korean
자본,4,資本金,examples.tl,2,金融投資相談,자본을 효율적으로 운용하면 더 높은 수익을 얻을 수 있다.,자본을 효율적으로 운용하면 더 높은 수익을 얻을 수 있다.,same_as_korean
자본,4,資本金,examples.tl,3,企業財務報告書,회사의 자본금이 크게 늘어나 재무 구조가 안정적으로 개선되었다.,회사의 자본금이 크게 늘어나 재무 구조가 안정적으로 개선되었다.,same_as_korean
자본,4,資本金,examples.tl,4,スタートアップ投資説明,벤처캐피탈은 성장 가능성이 높은 스타트업에 자본을 투자한다.,벤처캐피탈은 성장 가능성이 높은 스타트업에 자본을 투자한다.,same_as_korean
자본,4,資本金,examples.tl,5,マルクス主義経済学の授業,자본주의 사회에서 자본은 생산 수단의 소유를 의미한다.,자본주의 사회에서 자본은 생산 수단의 소유를 의미한다.,same_as_korean
자본,4,資本金,examples.tl,6,国際経済分析,자본 이동의 자유화로 인해 국제 금융 시장이 더욱 통합되었다.,자본 이동의 자유화로 인해 국제 금융 시장이 더욱 통합되었다.,same_as_korean
자본,4,資本金,examples.tl,7,銀行融資のご相談,창업 초기에는 자본이 부족해 은행 대출을 받는 경우가 많다.,창업 초기에는 자본이 부족해 은행 대출을 받는 경우가 많다.,same_as_korean
자본,4,資本金,examples.tl,8,経済発展に関する議論,외국 자본의 유입이 개발도상국의 경제 성장에 기여할 수 있다.,외국 자본의 유입이 개발도상국의 경제 성장에 기여할 수 있다.,same_as_korean
자본,4,資本金,examples.tl,9,企業の合併と買収,충분한 자본을 확보해야 대규모 인수합병을 성공적으로 추진할 수 있다.,충분한 자본을 확보해야 대규모 인수합병을 성공적으로 추진할 수 있다.,same_as_korean
자원고갈,4,資源の枯渇,example_tl,,環境ニュース,지구의 석유 매장량이 줄어들면서 자원고갈에 대한 우려가 커지고 있다.,지구의 석유 매장량이 줄어들면서 자원고갈에 대한 우려가 커지고 있다.,same_as_korean
자원고갈,4,資源の枯渇,examples.tl,1,環境ニュース,지구의 석유 매장량이 줄어들면서 자원고갈에 대한 우려가 커지고 있다.,지구의 석유 매장량이 줄어들면서 자원고갈에 대한 우려가 커지고 있다.,same_as_korean
자원고갈,4,資源の枯渇,examples.tl,10,技術革新,자원고갈 문제를 극복하기 위한 대체 소재 개발 연구가 활발하다.,자원고갈 문제를 극복하기 위한 대체 소재 개발 연구가 활발하다.,same_as_korean
자원고갈,4,資源の枯渇,examples.tl,2,教科書,자원고갈 문제를 해결하기 위해서는 대체 에너지 개발이 필수적이다.,자원고갈 문제를 해결하기 위해서는 대체 에너지 개발이 필수적이다.,same_as_korean
자원고갈,4,資源の枯渇,examples.tl,3,経済分析,자원고갈로 인해 원자재 가격이 지속적으로 상승하고 있다.,자원고갈로 인해 원자재 가격이 지속적으로 상승하고 있다.,same_as_korean
자원고갈,4,資源の枯渇,examples.tl,4,環境講座,자원고갈은 단순한 환경 문제가 아니라 경제와 안보에도 영향을 미친다.,자원고갈은 단순한 환경 문제가 아니라 경제와 안보에도 영향을 미친다.,same_as_korean
자원고갈,4,資源の枯渇,examples.tl,5,漁業,남획으로 인해 어업 자원이 빠르게 고갈되고 있다.,남획으로 인해 어업 자원이 빠르게 고갈되고 있다.,same_as_korean
자원고갈,4,資源の枯渇,examples.tl,6,鉱物産業,희토류 같은 희귀 광물의 자원고갈이 첨단 산업 발전에 걸림돌이 되고 있다.,희토류 같은 희귀 광물의 자원고갈이 첨단 산업 발전에 걸림돌이 되고 있다.,same_as_korean
자원고갈,4,資源の枯渇,examples.tl,7,循環経済,자원고갈에 대응하기 위해 폐기물을 재활용하는 순환 경제 모델이 주목받고 있다.,자원고갈에 대응하기 위해 폐기물을 재활용하는 순환 경제 모델이 주목받고 있다.,same_as_korean
자원고갈,4,資源の枯渇,examples.tl,8,将来世代,자원고갈은 미래 세대에게 물려줄 자원이 줄어든다는 점에서 심각한 문제이다.,자원고갈은 미래 세대에게 물려줄 자원이 줄어든다는 점에서 심각한 문제이다.,same_as_korean
자원고갈,4,資源の枯渇,examples.tl,9,国際紛争,희소 자원의 고갈로 인해 국가 간 자원 분쟁이 증가할 수 있다.,희소 자원의 고갈로 인해 국가 간 자원 분쟁이 증가할 수 있다.,same_as_korean
자원봉사,4,ボランティア活動。ボランティア活動,example_tl,,学校活動,방학 동안 양로원에서 자원봉사를 했다.,방학 동안 양로원에서 자원봉사를 했다.,same_as_korean
자원봉사,4,ボランティア活動。ボランティア活動,examples.tl,1,学校活動,방학 동안 양로원에서 자원봉사를 했다.,방학 동안 양로원에서 자원봉사를 했다.,same_as_korean
자원봉사,4,ボランティア活動。ボランティア活動,examples.tl,10,コミュニティ精神,자원봉사는 공동체 의식을 높이는 데 큰 역할을 한다.,자원봉사는 공동체 의식을 높이는 데 큰 역할을 한다.,same_as_korean
자원봉사,4,ボランティア活動。ボランティア活動,examples.tl,2,地域コミュニティ,자원봉사는 지역 사회를 더 따뜻하게 만든다.,자원봉사는 지역 사회를 더 따뜻하게 만든다.,same_as_korean
자원봉사,4,ボランティア活動。ボランティア活動,examples.tl,3,仕事の準備,자원봉사 경험은 취업할 때 도움이 된다.,자원봉사 경험은 취업할 때 도움이 된다.,same_as_korean
자원봉사,4,ボランティア活動。ボランティア活動,examples.tl,4,社会参加,자원봉사를 통해 사회에 기여하는 보람을 느낄 수 있다.,자원봉사를 통해 사회에 기여하는 보람을 느낄 수 있다.,same_as_korean
자원봉사,4,ボランティア活動。ボランティア活動,examples.tl,5,イベントの準備,축제 준비에 자원봉사자들이 큰 도움이 되었다.,축제 준비에 자원봉사자들이 큰 도움이 되었다.,same_as_korean
자원봉사,4,ボランティア活動。ボランティア活動,examples.tl,6,災害対応,홍수 피해 지역에 많은 자원봉사자들이 몰렸다.,홍수 피해 지역에 많은 자원봉사자들이 몰렸다.,same_as_korean
자원봉사,4,ボランティア活動。ボランティア活動,examples.tl,7,青少年教育,청소년 시절부터 자원봉사 정신을 길러야 한다.,청소년 시절부터 자원봉사 정신을 길러야 한다.,same_as_korean
자원봉사,4,ボランティア活動。ボランティア活動,examples.tl,8,環境活動,주말마다 하천 정화 자원봉사에 참여하고 있다.,주말마다 하천 정화 자원봉사에 참여하고 있다.,same_as_korean
자원봉사,4,ボランティア活動。ボランティア活動,examples.tl,9,高齢者福祉,혼자 사는 노인들을 위해 자원봉사자들이 정기 방문을 한다.,혼자 사는 노인들을 위해 자원봉사자들이 정기 방문을 한다.,same_as_korean
자존감,4,自尊心。自尊心,examples.tl,10,心理学講座,자존감은 어린 시절의 경험에 의해 크게 영향을 받는다고 한다.,자존감은 어린 시절의 경험에 의해 크게 영향을 받는다고 한다.,same_as_korean
자존감,4,自尊心。自尊心,examples.tl,6,運動習慣,꾸준한 운동이 자존감 향상에 도움이 된다는 연구 결과가 있다.,꾸준한 운동이 자존감 향상에 도움이 된다는 연구 결과가 있다.,same_as_korean
자존감,4,自尊心。自尊心,examples.tl,7,子育て,부모는 자녀의 자존감을 키워 주는 방식으로 대화해야 한다.,부모는 자녀의 자존감을 키워 주는 방식으로 대화해야 한다.,same_as_korean
자존감,4,自尊心。自尊心,examples.tl,8,ソーシャルメディア,SNS에서 타인과 비교하면 자존감이 낮아질 수 있다.,SNS에서 타인과 비교하면 자존감이 낮아질 수 있다.,same_as_korean
자존감,4,自尊心。自尊心,examples.tl,9,目標を達成する,목표를 하나씩 이루어 가면서 자존감이 높아졌다.,목표를 하나씩 이루어 가면서 자존감이 높아졌다.,same_as_korean
작가,4,著者。ライター,example_tl,,文学の授業,이 소설의 작가는 자신의 실제 경험을 바탕으로 이야기를 썼습니다.,이 소설의 작가는 자신의 실제 경험을 바탕으로 이야기를 썼습니다.,same_as_korean
작가,4,著者。ライター,examples.tl,1,文学の授業,이 소설의 작가는 자신의 실제 경험을 바탕으로 이야기를 썼습니다.,이 소설의 작가는 자신의 실제 경험을 바탕으로 이야기를 썼습니다.,same_as_korean
작가,4,著者。ライター,examples.tl,10,自伝,작가의 자서전을 읽으면 그의 작품이 만들어진 배경을 이해할 수 있습니다.,작가의 자서전을 읽으면 그의 작품이 만들어진 배경을 이해할 수 있습니다.,same_as_korean
작가,4,著者。ライター,examples.tl,2,著者インタビュー,작가는 인터뷰에서 새 작품의 영감이 어디서 왔는지 설명했습니다.,작가는 인터뷰에서 새 작품의 영감이 어디서 왔는지 설명했습니다.,same_as_korean
작가,4,著者。ライター,examples.tl,3,キャリア探求,작가가 되기 위해서는 꾸준한 독서와 글쓰기 연습이 필요합니다.,작가가 되기 위해서는 꾸준한 독서와 글쓰기 연습이 필요합니다.,same_as_korean
작가,4,著者。ライター,examples.tl,4,文学賞,그 작가는 뛰어난 작품성을 인정받아 올해 노벨 문학상을 수상했습니다.,그 작가는 뛰어난 작품성을 인정받아 올해 노벨 문학상을 수상했습니다.,same_as_korean
작가,4,著者。ライター,examples.tl,5,創造的なプロセス,작가들은 등장인물을 만들 때 실제 사람들에게서 영감을 받기도 합니다.,작가들은 등장인물을 만들 때 실제 사람들에게서 영감을 받기도 합니다.,same_as_korean
작가,4,著者。ライター,examples.tl,6,出版業界,신인 작가가 출판사와 계약을 맺는 것은 매우 어려운 일입니다.,신인 작가가 출판사와 계약을 맺는 것은 매우 어려운 일입니다.,same_as_korean
