level,word,meaning,field,example_index,situation,ko,current_tl,proposed_tl,reason,issue_count_for_word
3,눈보라,吹雪、吹雪,examples.tl,1,冬の天気,갑작스러운 눈보라로 도로가 통제되었다.,갑작스러운 눈보라로 도로가 통제되었다.,,same_as_korean,11
3,눈보라,吹雪、吹雪,examples.tl,10,天気予報,기상청은 내일 강한 눈보라가 올 것이라고 경고했다.,기상청은 내일 강한 눈보라가 올 것이라고 경고했다.,,same_as_korean,11
3,눈보라,吹雪、吹雪,examples.tl,2,ハイキングの危険,산에서 눈보라를 만나면 매우 위험하다.,산에서 눈보라를 만나면 매우 위험하다.,,same_as_korean,11
3,눈보라,吹雪、吹雪,examples.tl,3,飛行機欠航のニュース,눈보라로 인해 모든 항공편이 취소되었다.,눈보라로 인해 모든 항공편이 취소되었다.,,same_as_korean,11
3,눈보라,吹雪、吹雪,examples.tl,4,避難の準備,눈보라가 예상되어 주민들은 미리 식량을 준비했다.,눈보라가 예상되어 주민들은 미리 식량을 준비했다.,,same_as_korean,11
3,눈보라,吹雪、吹雪,examples.tl,5,救助活動,눈보라 속에서 고립된 등산객을 구조하기 위해 수색대가 출동했다.,눈보라 속에서 고립된 등산객을 구조하기 위해 수색대가 출동했다.,,same_as_korean,11
3,눈보라,吹雪、吹雪,examples.tl,6,小説の説明をする,소설 속 주인공은 눈보라를 뚫고 집으로 돌아왔다.,소설 속 주인공은 눈보라를 뚫고 집으로 돌아왔다.,,same_as_korean,11
3,눈보라,吹雪、吹雪,examples.tl,7,学校閉鎖,눈보라 때문에 학교 수업이 취소되었다.,눈보라 때문에 학교 수업이 취소되었다.,,same_as_korean,11
3,눈보라,吹雪、吹雪,examples.tl,8,運転上の注意,눈보라가 치는 날에는 운전을 자제해야 한다.,눈보라가 치는 날에는 운전을 자제해야 한다.,,same_as_korean,11
3,눈보라,吹雪、吹雪,examples.tl,9,冬の体験,생전 처음 눈보라를 경험하고 무서웠다.,생전 처음 눈보라를 경험하고 무서웠다.,,same_as_korean,11
3,다림질,アイロンがけ（衣類）,example_tl,,家事,다림질을 하면 구겨진 옷이 깔끔해져요.,다림질을 하면 구겨진 옷이 깔끔해져요.,,same_as_korean,11
3,다림질,アイロンがけ（衣類）,examples.tl,1,家事,다림질을 하면 구겨진 옷이 깔끔해져요.,다림질을 하면 구겨진 옷이 깔끔해져요.,,same_as_korean,11
3,다림질,アイロンがけ（衣類）,examples.tl,10,家事の分担,다림질은 번거롭지만 옷을 단정하게 입기 위해 꼭 필요한 일이에요.,다림질은 번거롭지만 옷을 단정하게 입기 위해 꼭 필요한 일이에요.,,same_as_korean,11
3,다림질,アイロンがけ（衣類）,examples.tl,2,仕事の準備をする,내일 입을 셔츠를 다림질해 두었어요.,내일 입을 셔츠를 다림질해 두었어요.,,same_as_korean,11
3,다림질,アイロンがけ（衣類）,examples.tl,3,注意事項,다림질할 때는 온도를 잘 조절해야 옷감이 상하지 않아요.,다림질할 때는 온도를 잘 조절해야 옷감이 상하지 않아요.,,same_as_korean,11
3,다림질,アイロンがけ（衣類）,examples.tl,4,家事を分担する,저는 청소를 담당하고 남편은 다림질을 맡기로 했어요.,저는 청소를 담당하고 남편은 다림질을 맡기로 했어요.,,same_as_korean,11
3,다림질,アイロンがけ（衣類）,examples.tl,5,職業,세탁소에서는 세탁뿐만 아니라 다림질 서비스도 제공해요.,세탁소에서는 세탁뿐만 아니라 다림질 서비스도 제공해요.,,same_as_korean,11
3,다림질,アイロンがけ（衣類）,examples.tl,6,衣類のケア,면 소재 옷은 빨고 나면 다림질을 해야 깔끔하게 입을 수 있어요.,면 소재 옷은 빨고 나면 다림질을 해야 깔끔하게 입을 수 있어요.,,same_as_korean,11
3,다림질,アイロンがけ（衣類）,examples.tl,7,家族の会話,어머니는 항상 주말에 가족들의 옷을 한꺼번에 다림질하셨어요.,어머니는 항상 주말에 가족들의 옷을 한꺼번에 다림질하셨어요.,,same_as_korean,11
3,다림질,アイロンがけ（衣類）,examples.tl,8,時間を節約する,다림질이 필요 없는 소재의 옷을 선택하면 시간을 절약할 수 있어요.,다림질이 필요 없는 소재의 옷을 선택하면 시간을 절약할 수 있어요.,,same_as_korean,11
3,다림질,アイロンがけ（衣類）,examples.tl,9,人生のヒント,옷을 세탁 후 바로 꺼내어 펴두면 다림질을 덜 해도 돼요.,옷을 세탁 후 바로 꺼내어 펴두면 다림질을 덜 해도 돼요.,,same_as_korean,11
3,다문화,多文化主義。複数の文化が共存する,example_tl,,多文化家族,한국에는 다문화 가정이 점점 늘어나고 있습니다.,한국에는 다문화 가정이 점점 늘어나고 있습니다.,,same_as_korean,11
3,다문화,多文化主義。複数の文化が共存する,examples.tl,1,多文化家族,한국에는 다문화 가정이 점점 늘어나고 있습니다.,한국에는 다문화 가정이 점점 늘어나고 있습니다.,,same_as_korean,11
3,다문화,多文化主義。複数の文化が共存する,examples.tl,10,多文化主義を受け入れる,다문화를 수용하는 사회는 더욱 창의적이고 혁신적입니다.,다문화를 수용하는 사회는 더욱 창의적이고 혁신적입니다.,,same_as_korean,11
3,다문화,多文化主義。複数の文化が共存する,examples.tl,2,多文化社会,다문화 사회에서는 서로 다른 문화를 존중하는 것이 중요합니다.,다문화 사회에서는 서로 다른 문화를 존중하는 것이 중요합니다.,,same_as_korean,11
3,다문화,多文化主義。複数の文化が共存する,examples.tl,3,多文化教育,학교에서 다문화 교육을 통해 다양성을 이해하도록 돕고 있어요.,학교에서 다문화 교육을 통해 다양성을 이해하도록 돕고 있어요.,,same_as_korean,11
3,다문화,多文化主義。複数の文化が共存する,examples.tl,4,多文化共生支援センター,다문화 가정을 지원하는 센터가 지역마다 운영되고 있습니다.,다문화 가정을 지원하는 센터가 지역마다 운영되고 있습니다.,,same_as_korean,11
3,다문화,多文化主義。複数の文化が共存する,examples.tl,5,多文化フェスティバル,다문화 축제에서 세계 각국의 음식과 문화를 체험했어요.,다문화 축제에서 세계 각국의 음식과 문화를 체험했어요.,,same_as_korean,11
3,다문화,多文化主義。複数の文化が共存する,examples.tl,6,多文化主義を理解する,다른 문화를 이해하면 더 넓은 시각을 가질 수 있습니다.,다른 문화를 이해하면 더 넓은 시각을 가질 수 있습니다.,,same_as_korean,11
3,다문화,多文化主義。複数の文化が共存する,examples.tl,7,多文化政策,정부는 다문화 가정의 사회 적응을 돕는 정책을 시행하고 있어요.,정부는 다문화 가정의 사회 적응을 돕는 정책을 시행하고 있어요.,,same_as_korean,11
3,다문화,多文化主義。複数の文化が共存する,examples.tl,8,多文化の友達,다문화 환경에서 자란 아이들은 다른 문화에 개방적인 경향이 있습니다.,다문화 환경에서 자란 아이들은 다른 문화에 개방적인 경향이 있습니다.,,same_as_korean,11
3,다문화,多文化主義。複数の文化が共存する,examples.tl,9,多文化職場,다양한 나라에서 온 직원들이 함께 일하는 다문화 직장이 늘고 있어요.,다양한 나라에서 온 직원들이 함께 일하는 다문화 직장이 늘고 있어요.,,same_as_korean,11
3,다운로드,ダウンロード;リモートソースからのデータの転送,example_tl,,アプリをインストールする,스마트폰에 새 앱을 다운로드했어요.,스마트폰에 새 앱을 다운로드했어요.,,same_as_korean,11
3,다운로드,ダウンロード;リモートソースからのデータの転送,examples.tl,1,アプリをインストールする,스마트폰에 새 앱을 다운로드했어요.,스마트폰에 새 앱을 다운로드했어요.,,same_as_korean,11
3,다운로드,ダウンロード;リモートソースからのデータの転送,examples.tl,10,ソフトウェア,컴퓨터에 필요한 소프트웨어를 다운로드했다.,컴퓨터에 필요한 소프트웨어를 다운로드했다.,,same_as_korean,11
3,다운로드,ダウンロード;リモートソースからのデータの転送,examples.tl,2,音楽を聴く,좋아하는 음악을 다운로드해서 오프라인으로 들어요.,좋아하는 음악을 다운로드해서 오프라인으로 들어요.,,same_as_korean,11
3,다운로드,ダウンロード;リモートソースからのデータの転送,examples.tl,3,学校,선생님이 올린 파일을 다운로드해서 공부했다.,선생님이 올린 파일을 다운로드해서 공부했다.,,same_as_korean,11
3,다운로드,ダウンロード;リモートソースからのデータの転送,examples.tl,4,映画,여행 중에 볼 영화를 미리 다운로드했어요.,여행 중에 볼 영화를 미리 다운로드했어요.,,same_as_korean,11
3,다운로드,ダウンロード;リモートソースからのデータの転送,examples.tl,5,仕事のタスク,회의 자료를 다운로드해서 출력했다.,회의 자료를 다운로드해서 출력했다.,,same_as_korean,11
3,다운로드,ダウンロード;リモートソースからのデータの転送,examples.tl,6,ゲーム,새로 나온 게임을 다운로드하는 데 시간이 걸렸어요.,새로 나온 게임을 다운로드하는 데 시간이 걸렸어요.,,same_as_korean,11
3,다운로드,ダウンロード;リモートソースからのデータの転送,examples.tl,7,電子書籍,도서관 앱에서 전자책을 다운로드할 수 있어요.,도서관 앱에서 전자책을 다운로드할 수 있어요.,,same_as_korean,11
3,다운로드,ダウンロード;リモートソースからのデータの転送,examples.tl,8,インターネット速度,인터넷이 느려서 다운로드가 오래 걸렸다.,인터넷이 느려서 다운로드가 오래 걸렸다.,,same_as_korean,11
3,다운로드,ダウンロード;リモートソースからのデータの転送,examples.tl,9,写真,SNS에서 마음에 드는 사진을 다운로드했어요.,SNS에서 마음에 드는 사진을 다운로드했어요.,,same_as_korean,11
3,담백하다,軽い、プレーン、マイルド（脂っこさや濃い味付けのない味）,example_tl,,食べ物の味を説明する,이 두부 요리는 자극적이지 않고 담백해서 좋아요.,이 두부 요리는 자극적이지 않고 담백해서 좋아요.,,same_as_korean,11
3,담백하다,軽い、プレーン、マイルド（脂っこさや濃い味付けのない味）,examples.tl,1,食べ物の味を説明する,이 두부 요리는 자극적이지 않고 담백해서 좋아요.,이 두부 요리는 자극적이지 않고 담백해서 좋아요.,,same_as_korean,11
3,담백하다,軽い、プレーン、マイルド（脂っこさや濃い味付けのない味）,examples.tl,10,ゲストをもてなす,어르신들을 위해 담백하게 간을 맞추어 요리했어요.,어르신들을 위해 담백하게 간을 맞추어 요리했어요.,,same_as_korean,11
3,담백하다,軽い、プレーン、マイルド（脂っこさや濃い味付けのない味）,examples.tl,2,食事管理,건강을 위해 기름지지 않고 담백한 음식을 먹으려고 해요.,건강을 위해 기름지지 않고 담백한 음식을 먹으려고 해요.,,same_as_korean,11
3,담백하다,軽い、プレーン、マイルド（脂っこさや濃い味付けのない味）,examples.tl,3,白粥を食べる,아플 때는 담백한 흰죽이 속을 편하게 해 줘요.,아플 때는 담백한 흰죽이 속을 편하게 해 줘요.,,same_as_korean,11
3,담백하다,軽い、プレーン、マイルド（脂っこさや濃い味付けのない味）,examples.tl,4,魚料理,이 생선은 담백한 맛이 나서 나이 드신 분들이 좋아해요.,이 생선은 담백한 맛이 나서 나이 드신 분들이 좋아해요.,,same_as_korean,11
3,담백하다,軽い、プレーン、マイルド（脂っこさや濃い味付けのない味）,examples.tl,5,野菜のおかず,시금치 나물은 담백하고 건강에 좋아요.,시금치 나물은 담백하고 건강에 좋아요.,,same_as_korean,11
3,담백하다,軽い、プレーン、マイルド（脂っこさや濃い味付けのない味）,examples.tl,6,外食後の感想,오늘 먹은 삼계탕은 담백하고 몸에 좋은 것 같았어요.,오늘 먹은 삼계탕은 담백하고 몸에 좋은 것 같았어요.,,same_as_korean,11
3,담백하다,軽い、プレーン、マイルド（脂っこさや濃い味付けのない味）,examples.tl,7,好みの調理スタイル,저는 자극적인 것보다 담백한 요리가 더 입에 맞아요.,저는 자극적인 것보다 담백한 요리가 더 입에 맞아요.,,same_as_korean,11
3,담백하다,軽い、プレーン、マイルド（脂っこさや濃い味付けのない味）,examples.tl,8,スープの種類を比較してみる,곰탕은 설렁탕보다 더 담백한 편이에요.,곰탕은 설렁탕보다 더 담백한 편이에요.,,same_as_korean,11
3,담백하다,軽い、プレーン、マイルド（脂っこさや濃い味付けのない味）,examples.tl,9,栄養士のアドバイス,담백한 식단이 소화에도 더 도움이 돼요.,담백한 식단이 소화에도 더 도움이 돼요.,,same_as_korean,11
